"week","inventory_needed","number_of_items_needed"
37,"MX40-STD-10201",32
38,"MX40-STD-10201",32
39,"MX40-STD-10201",31
40,"MX40-STD-10201",31
41,"MX40-STD-10201",31
42,"MX40-STD-10201",31
43,"MX40-STD-10201",30
44,"MX40-STD-10201",30
45,"MX40-STD-10201",30
46,"MX40-STD-10201",30
47,"MX40-STD-10201",29
48,"MX40-STD-10201",29
49,"MX40-STD-10201",29
50,"MX40-STD-10201",29
51,"MX40-STD-10201",28
52,"MX40-STD-10201",28
53,"MX40-STD-10201",28
1,"MX40-STD-12161",42
2,"MX40-STD-12161",27
3,"MX40-STD-12161",26
4,"MX40-STD-12161",26
5,"MX40-STD-12161",26
6,"MX40-STD-12161",26
7,"MX40-STD-12161",25
8,"MX40-STD-12161",25
9,"MX40-STD-12161",25
10,"MX40-STD-12161",24
11,"MX40-STD-12161",24
12,"MX40-STD-12161",24
13,"MX40-STD-12161",24
14,"MX40-STD-12161",23
15,"MX40-STD-12161",23
16,"MX40-STD-12161",23
17,"MX40-STD-12161",23
18,"MX40-STD-12161",22
19,"MX40-STD-12161",22
20,"MX40-STD-12161",22
21,"MX40-STD-12161",21
22,"MX40-STD-12161",21
23,"MX40-STD-12161",21
24,"MX40-STD-12161",21
25,"MX40-STD-12161",21
26,"MX40-STD-12161",20
27,"MX40-STD-12161",20
28,"MX40-STD-12161",20
29,"MX40-STD-12161",20
30,"MX40-STD-12161",19
31,"MX40-STD-12161",19
32,"MX40-STD-12161",19
33,"MX40-STD-12161",19
34,"MX40-STD-12161",18
35,"MX40-STD-12161",18
36,"MX40-STD-12161",18
37,"MX40-STD-12161",18
38,"MX40-STD-12161",18
39,"MX40-STD-12161",17
40,"MX40-STD-12161",17
41,"MX40-STD-12161",17
42,"MX40-STD-12161",17
43,"MX40-STD-12161",17
44,"MX40-STD-12161",16
45,"MX40-STD-12161",16
46,"MX40-STD-12161",16
47,"MX40-STD-12161",16
48,"MX40-STD-12161",16
49,"MX40-STD-12161",16
50,"MX40-STD-12161",15
51,"MX40-STD-12161",15
52,"MX40-STD-12161",15
53,"MX40-STD-12161",15
1,"MX40-STD-12241",183
2,"MX40-STD-12241",53
3,"MX40-STD-12241",54
4,"MX40-STD-12241",55
5,"MX40-STD-12241",55
6,"MX40-STD-12241",56
7,"MX40-STD-12241",57
8,"MX40-STD-12241",58
9,"MX40-STD-12241",60
10,"MX40-STD-12241",61
11,"MX40-STD-12241",62
12,"MX40-STD-12241",63
13,"MX40-STD-12241",64
14,"MX40-STD-12241",65
15,"MX40-STD-12241",66
16,"MX40-STD-12241",67
17,"MX40-STD-12241",68
18,"MX40-STD-12241",70
19,"MX40-STD-12241",71
20,"MX40-STD-12241",72
21,"MX40-STD-12241",73
22,"MX40-STD-12241",75
23,"MX40-STD-12241",76
24,"MX40-STD-12241",77
25,"MX40-STD-12241",79
26,"MX40-STD-12241",80
27,"MX40-STD-12241",82
28,"MX40-STD-12241",83
29,"MX40-STD-12241",84
30,"MX40-STD-12241",86
31,"MX40-STD-12241",87
32,"MX40-STD-12241",89
33,"MX40-STD-12241",91
34,"MX40-STD-12241",92
35,"MX40-STD-12241",94
36,"MX40-STD-12241",95
37,"MX40-STD-12241",97
38,"MX40-STD-12241",99
39,"MX40-STD-12241",101
40,"MX40-STD-12241",102
41,"MX40-STD-12241",104
42,"MX40-STD-12241",106
43,"MX40-STD-12241",108
44,"MX40-STD-12241",110
45,"MX40-STD-12241",112
46,"MX40-STD-12241",114
47,"MX40-STD-12241",116
48,"MX40-STD-12241",118
49,"MX40-STD-12241",120
50,"MX40-STD-12241",122
51,"MX40-STD-12241",124
52,"MX40-STD-12241",126
53,"MX40-STD-12241",128
1,"MX40-STD-12242",210
2,"MX40-STD-12242",64
3,"MX40-STD-12242",65
4,"MX40-STD-12242",66
5,"MX40-STD-12242",67
6,"MX40-STD-12242",68
7,"MX40-STD-12242",69
8,"MX40-STD-12242",70
9,"MX40-STD-12242",72
10,"MX40-STD-12242",73
11,"MX40-STD-12242",74
12,"MX40-STD-12242",75
13,"MX40-STD-12242",76
14,"MX40-STD-12242",77
15,"MX40-STD-12242",79
16,"MX40-STD-12242",80
17,"MX40-STD-12242",81
18,"MX40-STD-12242",83
19,"MX40-STD-12242",84
20,"MX40-STD-12242",85
21,"MX40-STD-12242",87
22,"MX40-STD-12242",88
23,"MX40-STD-12242",89
24,"MX40-STD-12242",91
25,"MX40-STD-12242",92
26,"MX40-STD-12242",94
27,"MX40-STD-12242",95
28,"MX40-STD-12242",97
29,"MX40-STD-12242",98
30,"MX40-STD-12242",100
31,"MX40-STD-12242",102
32,"MX40-STD-12242",103
33,"MX40-STD-12242",105
34,"MX40-STD-12242",107
35,"MX40-STD-12242",108
36,"MX40-STD-12242",110
37,"MX40-STD-12242",112
38,"MX40-STD-12242",114
39,"MX40-STD-12242",115
40,"MX40-STD-12242",117
41,"MX40-STD-12242",119
42,"MX40-STD-12242",121
43,"MX40-STD-12242",123
44,"MX40-STD-12242",125
45,"MX40-STD-12242",127
46,"MX40-STD-12242",129
47,"MX40-STD-12242",131
48,"MX40-STD-12242",133
49,"MX40-STD-12242",135
50,"MX40-STD-12242",138
51,"MX40-STD-12242",140
52,"MX40-STD-12242",142
53,"MX40-STD-12242",144
1,"MX40-STD-14141",39
2,"MX40-STD-14141",17
3,"MX40-STD-14141",17
4,"MX40-STD-14141",17
5,"MX40-STD-14141",17
6,"MX40-STD-14141",17
7,"MX40-STD-14141",18
8,"MX40-STD-14141",18
9,"MX40-STD-14141",18
10,"MX40-STD-14141",18
11,"MX40-STD-14141",18
12,"MX40-STD-14141",18
13,"MX40-STD-14141",18
14,"MX40-STD-14141",18
15,"MX40-STD-14141",18
16,"MX40-STD-14141",18
17,"MX40-STD-14141",18
18,"MX40-STD-14141",18
19,"MX40-STD-14141",18
20,"MX40-STD-14141",18
21,"MX40-STD-14141",19
22,"MX40-STD-14141",19
23,"MX40-STD-14141",19
24,"MX40-STD-14141",19
25,"MX40-STD-14141",19
26,"MX40-STD-14141",19
27,"MX40-STD-14141",19
28,"MX40-STD-14141",19
29,"MX40-STD-14141",19
30,"MX40-STD-14141",19
31,"MX40-STD-14141",19
32,"MX40-STD-14141",19
33,"MX40-STD-14141",19
34,"MX40-STD-14141",20
35,"MX40-STD-14141",20
36,"MX40-STD-14141",20
37,"MX40-STD-14141",20
38,"MX40-STD-14141",20
39,"MX40-STD-14141",20
40,"MX40-STD-14141",20
41,"MX40-STD-14141",20
42,"MX40-STD-14141",20
43,"MX40-STD-14141",20
44,"MX40-STD-14141",20
45,"MX40-STD-14141",20
46,"MX40-STD-14141",20
47,"MX40-STD-14141",21
48,"MX40-STD-14141",21
49,"MX40-STD-14141",21
50,"MX40-STD-14141",21
51,"MX40-STD-14141",21
52,"MX40-STD-14141",21
53,"MX40-STD-14141",21
1,"MX40-STD-16162",43
2,"MX40-STD-16162",24
3,"MX40-STD-16162",24
4,"MX40-STD-16162",24
5,"MX40-STD-16162",24
6,"MX40-STD-16162",24
7,"MX40-STD-16162",24
8,"MX40-STD-16162",24
9,"MX40-STD-16162",23
10,"MX40-STD-16162",23
11,"MX40-STD-16162",23
12,"MX40-STD-16162",23
13,"MX40-STD-16162",23
14,"MX40-STD-16162",23
15,"MX40-STD-16162",23
16,"MX40-STD-16162",22
17,"MX40-STD-16162",22
18,"MX40-STD-16162",22
19,"MX40-STD-16162",22
20,"MX40-STD-16162",22
21,"MX40-STD-16162",22
22,"MX40-STD-16162",22
23,"MX40-STD-16162",21
24,"MX40-STD-16162",21
25,"MX40-STD-16162",21
26,"MX40-STD-16162",21
27,"MX40-STD-16162",21
28,"MX40-STD-16162",21
29,"MX40-STD-16162",21
30,"MX40-STD-16162",21
31,"MX40-STD-16162",20
32,"MX40-STD-16162",20
33,"MX40-STD-16162",20
34,"MX40-STD-16162",20
35,"MX40-STD-16162",20
36,"MX40-STD-16162",20
37,"MX40-STD-16162",20
38,"MX40-STD-16162",20
39,"MX40-STD-16162",19
40,"MX40-STD-16162",19
41,"MX40-STD-16162",19
42,"MX40-STD-16162",19
43,"MX40-STD-16162",19
44,"MX40-STD-16162",19
45,"MX40-STD-16162",19
46,"MX40-STD-16162",19
47,"MX40-STD-16162",19
48,"MX40-STD-16162",18
49,"MX40-STD-16162",18
50,"MX40-STD-16162",18
51,"MX40-STD-16162",18
52,"MX40-STD-16162",18
53,"MX40-STD-16162",18
1,"MX40-STD-16201",221
2,"MX40-STD-16201",129
3,"MX40-STD-16201",128
4,"MX40-STD-16201",127
5,"MX40-STD-16201",126
6,"MX40-STD-16201",125
7,"MX40-STD-16201",124
8,"MX40-STD-16201",124
9,"MX40-STD-16201",123
10,"MX40-STD-16201",122
11,"MX40-STD-16201",121
12,"MX40-STD-16201",120
13,"MX40-STD-16201",120
14,"MX40-STD-16201",119
15,"MX40-STD-16201",118
16,"MX40-STD-16201",117
17,"MX40-STD-16201",116
18,"MX40-STD-16201",116
19,"MX40-STD-16201",115
20,"MX40-STD-16201",114
21,"MX40-STD-16201",113
22,"MX40-STD-16201",113
23,"MX40-STD-16201",112
24,"MX40-STD-16201",111
25,"MX40-STD-16201",110
26,"MX40-STD-16201",110
27,"MX40-STD-16201",109
28,"MX40-STD-16201",108
29,"MX40-STD-16201",108
30,"MX40-STD-16201",107
31,"MX40-STD-16201",106
32,"MX40-STD-16201",105
33,"MX40-STD-16201",105
34,"MX40-STD-16201",104
35,"MX40-STD-16201",103
36,"MX40-STD-16201",103
37,"MX40-STD-16201",102
38,"MX40-STD-16201",101
39,"MX40-STD-16201",101
40,"MX40-STD-16201",100
41,"MX40-STD-16201",99
42,"MX40-STD-16201",99
43,"MX40-STD-16201",98
44,"MX40-STD-16201",97
45,"MX40-STD-16201",97
46,"MX40-STD-16201",96
47,"MX40-STD-16201",96
48,"MX40-STD-16201",95
49,"MX40-STD-16201",94
50,"MX40-STD-16201",94
51,"MX40-STD-16201",93
52,"MX40-STD-16201",92
53,"MX40-STD-16201",92
1,"MX40-STD-16202",904
2,"MX40-STD-16202",394
3,"MX40-STD-16202",396
4,"MX40-STD-16202",398
5,"MX40-STD-16202",400
6,"MX40-STD-16202",402
7,"MX40-STD-16202",404
8,"MX40-STD-16202",406
9,"MX40-STD-16202",408
10,"MX40-STD-16202",410
11,"MX40-STD-16202",412
12,"MX40-STD-16202",414
13,"MX40-STD-16202",416
14,"MX40-STD-16202",418
15,"MX40-STD-16202",420
16,"MX40-STD-16202",423
17,"MX40-STD-16202",425
18,"MX40-STD-16202",427
19,"MX40-STD-16202",429
20,"MX40-STD-16202",431
21,"MX40-STD-16202",433
22,"MX40-STD-16202",436
23,"MX40-STD-16202",438
24,"MX40-STD-16202",440
25,"MX40-STD-16202",442
26,"MX40-STD-16202",445
27,"MX40-STD-16202",447
28,"MX40-STD-16202",449
29,"MX40-STD-16202",451
30,"MX40-STD-16202",454
31,"MX40-STD-16202",456
32,"MX40-STD-16202",458
33,"MX40-STD-16202",461
34,"MX40-STD-16202",463
35,"MX40-STD-16202",465
36,"MX40-STD-16202",468
37,"MX40-STD-16202",470
38,"MX40-STD-16202",472
39,"MX40-STD-16202",475
40,"MX40-STD-16202",477
41,"MX40-STD-16202",480
42,"MX40-STD-16202",482
43,"MX40-STD-16202",485
44,"MX40-STD-16202",487
45,"MX40-STD-16202",490
46,"MX40-STD-16202",492
47,"MX40-STD-16202",495
48,"MX40-STD-16202",497
49,"MX40-STD-16202",500
50,"MX40-STD-16202",502
51,"MX40-STD-16202",505
52,"MX40-STD-16202",507
53,"MX40-STD-16202",510
1,"MX40-STD-16204",91
2,"MX40-STD-16204",60
3,"MX40-STD-16204",59
4,"MX40-STD-16204",58
5,"MX40-STD-16204",57
6,"MX40-STD-16204",57
7,"MX40-STD-16204",56
8,"MX40-STD-16204",55
9,"MX40-STD-16204",54
10,"MX40-STD-16204",54
11,"MX40-STD-16204",53
12,"MX40-STD-16204",52
13,"MX40-STD-16204",52
14,"MX40-STD-16204",51
15,"MX40-STD-16204",50
16,"MX40-STD-16204",50
17,"MX40-STD-16204",49
18,"MX40-STD-16204",48
19,"MX40-STD-16204",48
20,"MX40-STD-16204",47
21,"MX40-STD-16204",46
22,"MX40-STD-16204",46
23,"MX40-STD-16204",45
24,"MX40-STD-16204",45
25,"MX40-STD-16204",44
26,"MX40-STD-16204",44
27,"MX40-STD-16204",43
28,"MX40-STD-16204",42
29,"MX40-STD-16204",42
30,"MX40-STD-16204",41
31,"MX40-STD-16204",41
32,"MX40-STD-16204",40
33,"MX40-STD-16204",40
34,"MX40-STD-16204",39
35,"MX40-STD-16204",39
36,"MX40-STD-16204",38
37,"MX40-STD-16204",38
38,"MX40-STD-16204",37
39,"MX40-STD-16204",37
40,"MX40-STD-16204",36
41,"MX40-STD-16204",36
42,"MX40-STD-16204",35
43,"MX40-STD-16204",35
44,"MX40-STD-16204",34
45,"MX40-STD-16204",34
46,"MX40-STD-16204",33
47,"MX40-STD-16204",33
48,"MX40-STD-16204",33
49,"MX40-STD-16204",32
50,"MX40-STD-16204",32
51,"MX40-STD-16204",31
52,"MX40-STD-16204",31
53,"MX40-STD-16204",30
1,"MX40-STD-16242",61
2,"MX40-STD-16242",34
3,"MX40-STD-16242",34
4,"MX40-STD-16242",34
5,"MX40-STD-16242",34
6,"MX40-STD-16242",33
7,"MX40-STD-16242",33
8,"MX40-STD-16242",33
9,"MX40-STD-16242",33
10,"MX40-STD-16242",33
11,"MX40-STD-16242",33
12,"MX40-STD-16242",32
13,"MX40-STD-16242",32
14,"MX40-STD-16242",32
15,"MX40-STD-16242",32
16,"MX40-STD-16242",32
17,"MX40-STD-16242",32
18,"MX40-STD-16242",32
19,"MX40-STD-16242",31
20,"MX40-STD-16242",31
21,"MX40-STD-16242",31
22,"MX40-STD-16242",31
23,"MX40-STD-16242",31
24,"MX40-STD-16242",31
25,"MX40-STD-16242",31
26,"MX40-STD-16242",30
27,"MX40-STD-16242",30
28,"MX40-STD-16242",30
29,"MX40-STD-16242",30
30,"MX40-STD-16242",30
31,"MX40-STD-16242",30
32,"MX40-STD-16242",30
33,"MX40-STD-16242",29
34,"MX40-STD-16242",29
35,"MX40-STD-16242",29
36,"MX40-STD-16242",29
37,"MX40-STD-16242",29
38,"MX40-STD-16242",29
39,"MX40-STD-16242",29
40,"MX40-STD-16242",28
41,"MX40-STD-16242",28
42,"MX40-STD-16242",28
43,"MX40-STD-16242",28
44,"MX40-STD-16242",28
45,"MX40-STD-16242",28
46,"MX40-STD-16242",28
47,"MX40-STD-16242",28
48,"MX40-STD-16242",27
49,"MX40-STD-16242",27
50,"MX40-STD-16242",27
51,"MX40-STD-16242",27
52,"MX40-STD-16242",27
53,"MX40-STD-16242",27
1,"MX40-STD-16251",227
2,"MX40-STD-16251",76
3,"MX40-STD-16251",77
4,"MX40-STD-16251",78
5,"MX40-STD-16251",79
6,"MX40-STD-16251",80
7,"MX40-STD-16251",81
8,"MX40-STD-16251",82
9,"MX40-STD-16251",83
10,"MX40-STD-16251",85
11,"MX40-STD-16251",86
12,"MX40-STD-16251",87
13,"MX40-STD-16251",88
14,"MX40-STD-16251",89
15,"MX40-STD-16251",90
16,"MX40-STD-16251",91
17,"MX40-STD-16251",93
18,"MX40-STD-16251",94
19,"MX40-STD-16251",95
20,"MX40-STD-16251",96
21,"MX40-STD-16251",98
22,"MX40-STD-16251",99
23,"MX40-STD-16251",100
24,"MX40-STD-16251",102
25,"MX40-STD-16251",103
26,"MX40-STD-16251",104
27,"MX40-STD-16251",106
28,"MX40-STD-16251",107
29,"MX40-STD-16251",109
30,"MX40-STD-16251",110
31,"MX40-STD-16251",112
32,"MX40-STD-16251",113
33,"MX40-STD-16251",114
34,"MX40-STD-16251",116
35,"MX40-STD-16251",118
36,"MX40-STD-16251",119
37,"MX40-STD-16251",121
38,"MX40-STD-16251",122
39,"MX40-STD-16251",124
40,"MX40-STD-16251",126
41,"MX40-STD-16251",127
42,"MX40-STD-16251",129
43,"MX40-STD-16251",131
44,"MX40-STD-16251",132
45,"MX40-STD-16251",134
46,"MX40-STD-16251",136
47,"MX40-STD-16251",138
48,"MX40-STD-16251",140
49,"MX40-STD-16251",141
50,"MX40-STD-16251",143
51,"MX40-STD-16251",145
52,"MX40-STD-16251",147
53,"MX40-STD-16251",149
1,"MX40-STD-16252",764
2,"MX40-STD-16252",355
3,"MX40-STD-16252",356
4,"MX40-STD-16252",357
5,"MX40-STD-16252",358
6,"MX40-STD-16252",359
7,"MX40-STD-16252",360
8,"MX40-STD-16252",361
9,"MX40-STD-16252",362
10,"MX40-STD-16252",363
11,"MX40-STD-16252",364
12,"MX40-STD-16252",365
13,"MX40-STD-16252",366
14,"MX40-STD-16252",367
15,"MX40-STD-16252",368
16,"MX40-STD-16252",369
17,"MX40-STD-16252",370
18,"MX40-STD-16252",371
19,"MX40-STD-16252",372
20,"MX40-STD-16252",373
21,"MX40-STD-16252",374
22,"MX40-STD-16252",375
23,"MX40-STD-16252",376
24,"MX40-STD-16252",377
25,"MX40-STD-16252",378
26,"MX40-STD-16252",379
27,"MX40-STD-16252",380
28,"MX40-STD-16252",381
29,"MX40-STD-16252",382
30,"MX40-STD-16252",384
31,"MX40-STD-16252",385
32,"MX40-STD-16252",386
33,"MX40-STD-16252",387
34,"MX40-STD-16252",388
35,"MX40-STD-16252",389
36,"MX40-STD-16252",390
37,"MX40-STD-16252",391
38,"MX40-STD-16252",392
39,"MX40-STD-16252",393
40,"MX40-STD-16252",394
41,"MX40-STD-16252",396
42,"MX40-STD-16252",397
43,"MX40-STD-16252",398
44,"MX40-STD-16252",399
45,"MX40-STD-16252",400
46,"MX40-STD-16252",401
47,"MX40-STD-16252",402
48,"MX40-STD-16252",403
49,"MX40-STD-16252",404
50,"MX40-STD-16252",406
51,"MX40-STD-16252",407
52,"MX40-STD-16252",408
53,"MX40-STD-16252",409
1,"MX40-STD-18242",88
2,"MX40-STD-18242",44
3,"MX40-STD-18242",44
4,"MX40-STD-18242",44
5,"MX40-STD-18242",44
6,"MX40-STD-18242",44
7,"MX40-STD-18242",44
8,"MX40-STD-18242",44
9,"MX40-STD-18242",44
10,"MX40-STD-18242",44
11,"MX40-STD-18242",44
12,"MX40-STD-18242",44
13,"MX40-STD-18242",44
14,"MX40-STD-18242",44
15,"MX40-STD-18242",44
16,"MX40-STD-18242",44
17,"MX40-STD-18242",44
18,"MX40-STD-18242",44
19,"MX40-STD-18242",44
20,"MX40-STD-18242",44
21,"MX40-STD-18242",44
22,"MX40-STD-18242",44
23,"MX40-STD-18242",44
24,"MX40-STD-18242",44
25,"MX40-STD-18242",44
26,"MX40-STD-18242",44
27,"MX40-STD-18242",44
28,"MX40-STD-18242",44
29,"MX40-STD-18242",44
30,"MX40-STD-18242",44
31,"MX40-STD-18242",44
32,"MX40-STD-18242",44
33,"MX40-STD-18242",44
34,"MX40-STD-18242",44
35,"MX40-STD-18242",44
36,"MX40-STD-18242",44
37,"MX40-STD-18242",44
38,"MX40-STD-18242",44
39,"MX40-STD-18242",44
40,"MX40-STD-18242",44
41,"MX40-STD-18242",44
42,"MX40-STD-18242",44
43,"MX40-STD-18242",44
44,"MX40-STD-18242",44
45,"MX40-STD-18242",44
46,"MX40-STD-18242",44
47,"MX40-STD-18242",44
48,"MX40-STD-18242",44
49,"MX40-STD-18242",44
50,"MX40-STD-18242",44
51,"MX40-STD-18242",44
52,"MX40-STD-18242",44
53,"MX40-STD-18242",44
1,"MX40-STD-20201",385
2,"MX40-STD-20201",207
3,"MX40-STD-20201",206
4,"MX40-STD-20201",205
5,"MX40-STD-20201",205
6,"MX40-STD-20201",204
7,"MX40-STD-20201",204
8,"MX40-STD-20201",203
9,"MX40-STD-20201",202
10,"MX40-STD-20201",202
11,"MX40-STD-20201",201
12,"MX40-STD-20201",201
13,"MX40-STD-20201",200
14,"MX40-STD-20201",200
15,"MX40-STD-20201",199
16,"MX40-STD-20201",198
17,"MX40-STD-20201",198
18,"MX40-STD-20201",197
19,"MX40-STD-20201",197
20,"MX40-STD-20201",196
21,"MX40-STD-20201",196
22,"MX40-STD-20201",195
23,"MX40-STD-20201",194
24,"MX40-STD-20201",194
25,"MX40-STD-20201",193
26,"MX40-STD-20201",193
27,"MX40-STD-20201",192
28,"MX40-STD-20201",192
29,"MX40-STD-20201",191
30,"MX40-STD-20201",191
31,"MX40-STD-20201",190
32,"MX40-STD-20201",189
33,"MX40-STD-20201",189
34,"MX40-STD-20201",188
35,"MX40-STD-20201",188
36,"MX40-STD-20201",187
37,"MX40-STD-20201",187
38,"MX40-STD-20201",186
39,"MX40-STD-20201",186
40,"MX40-STD-20201",185
41,"MX40-STD-20201",185
42,"MX40-STD-20201",184
43,"MX40-STD-20201",183
44,"MX40-STD-20201",183
45,"MX40-STD-20201",182
46,"MX40-STD-20201",182
47,"MX40-STD-20201",181
48,"MX40-STD-20201",181
49,"MX40-STD-20201",180
50,"MX40-STD-20201",180
51,"MX40-STD-20201",179
52,"MX40-STD-20201",179
53,"MX40-STD-20201",178
1,"MX40-STD-20202",925
2,"MX40-STD-20202",491
3,"MX40-STD-20202",490
4,"MX40-STD-20202",489
5,"MX40-STD-20202",487
6,"MX40-STD-20202",486
7,"MX40-STD-20202",485
8,"MX40-STD-20202",484
9,"MX40-STD-20202",483
10,"MX40-STD-20202",481
11,"MX40-STD-20202",480
12,"MX40-STD-20202",479
13,"MX40-STD-20202",478
14,"MX40-STD-20202",477
15,"MX40-STD-20202",476
16,"MX40-STD-20202",474
17,"MX40-STD-20202",473
18,"MX40-STD-20202",472
19,"MX40-STD-20202",471
20,"MX40-STD-20202",470
21,"MX40-STD-20202",469
22,"MX40-STD-20202",468
23,"MX40-STD-20202",466
24,"MX40-STD-20202",465
25,"MX40-STD-20202",464
26,"MX40-STD-20202",463
27,"MX40-STD-20202",462
28,"MX40-STD-20202",461
29,"MX40-STD-20202",460
30,"MX40-STD-20202",459
31,"MX40-STD-20202",457
32,"MX40-STD-20202",456
33,"MX40-STD-20202",455
34,"MX40-STD-20202",454
35,"MX40-STD-20202",453
36,"MX40-STD-20202",452
37,"MX40-STD-20202",451
38,"MX40-STD-20202",450
39,"MX40-STD-20202",449
40,"MX40-STD-20202",448
41,"MX40-STD-20202",446
42,"MX40-STD-20202",445
43,"MX40-STD-20202",444
44,"MX40-STD-20202",443
45,"MX40-STD-20202",442
46,"MX40-STD-20202",441
47,"MX40-STD-20202",440
48,"MX40-STD-20202",439
49,"MX40-STD-20202",438
50,"MX40-STD-20202",437
51,"MX40-STD-20202",436
52,"MX40-STD-20202",435
53,"MX40-STD-20202",434
1,"MX40-STD-20204",82
2,"MX40-STD-20204",36
3,"MX40-STD-20204",36
4,"MX40-STD-20204",36
5,"MX40-STD-20204",36
6,"MX40-STD-20204",36
7,"MX40-STD-20204",37
8,"MX40-STD-20204",37
9,"MX40-STD-20204",37
10,"MX40-STD-20204",37
11,"MX40-STD-20204",37
12,"MX40-STD-20204",37
13,"MX40-STD-20204",38
14,"MX40-STD-20204",38
15,"MX40-STD-20204",38
16,"MX40-STD-20204",38
17,"MX40-STD-20204",38
18,"MX40-STD-20204",39
19,"MX40-STD-20204",39
20,"MX40-STD-20204",39
21,"MX40-STD-20204",39
22,"MX40-STD-20204",39
23,"MX40-STD-20204",39
24,"MX40-STD-20204",40
25,"MX40-STD-20204",40
26,"MX40-STD-20204",40
27,"MX40-STD-20204",40
28,"MX40-STD-20204",40
29,"MX40-STD-20204",41
30,"MX40-STD-20204",41
31,"MX40-STD-20204",41
32,"MX40-STD-20204",41
33,"MX40-STD-20204",41
34,"MX40-STD-20204",42
35,"MX40-STD-20204",42
36,"MX40-STD-20204",42
37,"MX40-STD-20204",42
38,"MX40-STD-20204",42
39,"MX40-STD-20204",43
40,"MX40-STD-20204",43
41,"MX40-STD-20204",43
42,"MX40-STD-20204",43
43,"MX40-STD-20204",43
44,"MX40-STD-20204",44
45,"MX40-STD-20204",44
46,"MX40-STD-20204",44
47,"MX40-STD-20204",44
48,"MX40-STD-20204",44
49,"MX40-STD-20204",45
50,"MX40-STD-20204",45
51,"MX40-STD-20204",45
52,"MX40-STD-20204",45
53,"MX40-STD-20204",46
1,"MX40-STD-20242",386
2,"MX40-STD-20242",189
3,"MX40-STD-20242",189
4,"MX40-STD-20242",189
5,"MX40-STD-20242",189
6,"MX40-STD-20242",189
7,"MX40-STD-20242",190
8,"MX40-STD-20242",190
9,"MX40-STD-20242",190
10,"MX40-STD-20242",190
11,"MX40-STD-20242",190
12,"MX40-STD-20242",190
13,"MX40-STD-20242",191
14,"MX40-STD-20242",191
15,"MX40-STD-20242",191
16,"MX40-STD-20242",191
17,"MX40-STD-20242",191
18,"MX40-STD-20242",191
19,"MX40-STD-20242",191
20,"MX40-STD-20242",192
21,"MX40-STD-20242",192
22,"MX40-STD-20242",192
23,"MX40-STD-20242",192
24,"MX40-STD-20242",192
25,"MX40-STD-20242",192
26,"MX40-STD-20242",193
27,"MX40-STD-20242",193
28,"MX40-STD-20242",193
29,"MX40-STD-20242",193
30,"MX40-STD-20242",193
31,"MX40-STD-20242",193
32,"MX40-STD-20242",193
33,"MX40-STD-20242",194
34,"MX40-STD-20242",194
35,"MX40-STD-20242",194
36,"MX40-STD-20242",194
37,"MX40-STD-20242",194
38,"MX40-STD-20242",194
39,"MX40-STD-20242",195
40,"MX40-STD-20242",195
41,"MX40-STD-20242",195
42,"MX40-STD-20242",195
43,"MX40-STD-20242",195
44,"MX40-STD-20242",195
45,"MX40-STD-20242",196
46,"MX40-STD-20242",196
47,"MX40-STD-20242",196
48,"MX40-STD-20242",196
49,"MX40-STD-20242",196
50,"MX40-STD-20242",196
51,"MX40-STD-20242",196
52,"MX40-STD-20242",197
53,"MX40-STD-20242",197
1,"MX40-STD-20251",186
2,"MX40-STD-20251",98
3,"MX40-STD-20251",97
4,"MX40-STD-20251",97
5,"MX40-STD-20251",97
6,"MX40-STD-20251",97
7,"MX40-STD-20251",97
8,"MX40-STD-20251",96
9,"MX40-STD-20251",96
10,"MX40-STD-20251",96
11,"MX40-STD-20251",96
12,"MX40-STD-20251",96
13,"MX40-STD-20251",95
14,"MX40-STD-20251",95
15,"MX40-STD-20251",95
16,"MX40-STD-20251",95
17,"MX40-STD-20251",95
18,"MX40-STD-20251",95
19,"MX40-STD-20251",94
20,"MX40-STD-20251",94
21,"MX40-STD-20251",94
22,"MX40-STD-20251",94
23,"MX40-STD-20251",94
24,"MX40-STD-20251",93
25,"MX40-STD-20251",93
26,"MX40-STD-20251",93
27,"MX40-STD-20251",93
28,"MX40-STD-20251",93
29,"MX40-STD-20251",92
30,"MX40-STD-20251",92
31,"MX40-STD-20251",92
32,"MX40-STD-20251",92
33,"MX40-STD-20251",92
34,"MX40-STD-20251",92
35,"MX40-STD-20251",91
36,"MX40-STD-20251",91
37,"MX40-STD-20251",91
38,"MX40-STD-20251",91
39,"MX40-STD-20251",91
40,"MX40-STD-20251",90
41,"MX40-STD-20251",90
42,"MX40-STD-20251",90
43,"MX40-STD-20251",90
44,"MX40-STD-20251",90
45,"MX40-STD-20251",90
46,"MX40-STD-20251",89
47,"MX40-STD-20251",89
48,"MX40-STD-20251",89
49,"MX40-STD-20251",89
50,"MX40-STD-20251",89
51,"MX40-STD-20251",88
52,"MX40-STD-20251",88
53,"MX40-STD-20251",88
1,"MX40-STD-20252",1128
2,"MX40-STD-20252",489
3,"MX40-STD-20252",492
4,"MX40-STD-20252",494
5,"MX40-STD-20252",497
6,"MX40-STD-20252",499
7,"MX40-STD-20252",502
8,"MX40-STD-20252",505
9,"MX40-STD-20252",507
10,"MX40-STD-20252",510
11,"MX40-STD-20252",513
12,"MX40-STD-20252",515
13,"MX40-STD-20252",518
